"1","59497202","#REF!","LOGAN","MITA","MITA","2019-06-26","09H40",""
"2","59732570","UU14SDAW459732570","LOGAN","MITA","MITA","2019-06-26","09H40",""
"3","60465865","UU14SDAW460465865","LOGAN","MITA","MITA","2019-06-26","10H00",""
"4","59497175","UU14SDAW459497175","LOGAN","MITA","MITA","2019-06-26","10H00",""
"5","59497188","UU14SDAW459497188","LOGAN","MITA","MITA","2019-06-26","10H00",""
"6","60152512","UU14SDAW460152512","LOGAN","MITA","MITA","2019-06-26","10H00",""
"7","59497191","UU14SDAW459497191","LOGAN","MITA","MITA","2019-06-26","10H00",""
"8","61077652","UU14SDAW461077652","LOGAN","VITA","As","2019-07-10","19H40",""
"9","58298654","VF1RFD00458298654","MEGANE","VITA","As","2019-07-10","19H40",""
"10","59942466","UU15SDAWG59942466","SANDERO ","VITA","As","2019-07-10","19H40",""
"11","60336834","UU14SDAW460336834","LOGAN","VITA","As","2019-07-12","17H18",""
"12","60461397","UU10SDAW460461397","DOKKER","VITA","As","2019-07-12","17H18",""
"13","60461623","UU10SDAW460461623","DOKKER","VITA","As","2019-07-12","17H18",""
"14","59497184","UU14SDAW459497184","LOGAN","VITA","As","2019-07-12","17H18",""
"15","60461322","UU10SDAW460461322","DOKKER","VITA","As","2019-07-12","17H18",""
"16","60465855","UU14SDAW460465855","LOGAN","VITA","As","2019-07-12","17H18",""
"17","59497194","UU14SDAW459497194","LOGAN","VITA","As","2019-07-12","17H18",""
"18","60336848","UU14SDAW460336848","LOGAN","VITA","As","2019-07-12","17H18",""
"19","59497012","VF15RTL0E59497012","CLIO 4","VITA","As","2019-07-16","14H52",""
"20","60388786","UU18SDBW460388786","DOKKER","VITA","As","2019-07-16","14H52",""
"21","59395620","UU1HSDAWE59395620","DUSTER","VITA","As","2019-07-16","14H52",""
"22","58792920","UU1HSDAWE58792920","DUSTER","VITA","As","2019-07-16","14H52",""
"23","58034750","VF1AGVYF058034750","ZOE","VITA","As","2019-07-16","14H55",""
"24","59179864","VF15RTL0E59179864","CLIO 4","VITA","As","2019-07-19","18H00",""
"25","63560816","UU14SDAW463560816","LOGAN","VITA","As","2019-07-23","11H20",""
"26","59749202","VF1RFB00359749202","MEGANE","VITA","As","2019-07-24","18H03",""
"27","60291275","VF15R0W0H60291275","CLIO 4","VITA","As","2019-07-25","10H43",""
"28","60291267","VF15R0W0H60291267","CLIO 4","VITA","As","2019-07-29","14H29",""
"29","62946853","VF15R0W0H62946853","CLIO 4","VITA","As","2019-08-01","10H02",""
"30","60291261","VF15R0W0H60291261","CLIO 4","VITA","As","2019-08-01","16H48",""
"31","63406633","UU1HSDAG363406633","DUSTER","VITA","As","2019-08-02","12H33",""
"32","60152539","UU14SDAW460152539","LOGAN","VITA","As","2019-08-05","17H55",""
"33","59497182","UU14SDAW459497182","LOGAN","VITA","As","2019-08-05","17H55",""
"34","59496868","VF15RTL0E59496868","CLIO 4","VITA","As","2019-08-23","11H12",""
"35","60951203","UU14SDAW460951203","LOGAN","VITA","As","2019-08-23","11H12",""
"36","60951151","UU14SDAW460951151","LOGAN","VITA","As","2019-08-23","11H12",""
"37","60152511","UU14SDAW460152511","LOGAN","VITA","As","2019-08-23","11H12",""
"38","60465895","UU14SDAW460465895","LOGAN","VITA","As","2019-08-23","11H12",""
"39","60461388","UU10SDAW460461388","DOKKER","VITA","As","2019-08-27","12H00",""
"40","60336972","UU10SDAW460336972","DOKKER","VITA","As","2019-08-27","12H00",""
"41","60461625","UU10SDAW460461625","DOKKER","VITA","As","2019-08-27","12H00",""
"42","60465804","UU14SDAW460465804","LOGAN","VITA","As","2019-08-27","12H00",""
"43","60465802","UU14SDAW460465802","LOGAN","VITA","As","2019-08-27","12H00",""
"44","57304046","VF12R131A57304046","CAPTUR","VITA","As","2019-08-27","12H00",""
"45","57528603","UU15SDAWG57528603","SANDERO ","VITA","As","2019-08-28","11H37",""
"46","56848405","VF1RFE00456848405","KADJAR","VITA","As","2019-08-28","11H37",""
"47","57269251","UU15SDAWG57269251","SANDERO ","VITA","As","2019-08-28","11H37",""
"48","51069609","UU15SDAW451069609","SANDERO ","VITA","As","2019-08-28","11H37",""
"49","54818173","UU15SDAWG54818173","SANDERO ","VITA","As","2019-08-28","11H37",""
"50","58424367","VF1RFE00058424367","KADJAR","VITA","As","2019-08-28","11H37",""
"51","47942054","UU185DA0H47942054","SANDERO ","VITA","As","2019-08-28","11H37",""
"52","59096856","VF1RFD00059096856","TALISMAN","VITA","As","2019-08-28","11H37",""
"53","60462176","UU10SDAW460462176","DOKKER","VITA","As","2019-08-29","11H48",""
"54","60461653","UU10SDAW460461653","DOKKER","VITA","As","2019-08-29","11H48",""
"55","58987990","UU1HSDAG358987990","DUSTER","VITA","As","2019-08-29","11H48",""
"56","60224803","VF1KW0BB560224803","KANGOO","VITA","As","2019-08-29","11H48",""
"57","60462147","UU10SDAW460462147","DOKKER","VITA","As","2019-08-29","11H48",""
"58","59497192","UU14SDAW459497192","LOGAN","VITA","As","2019-08-29","11H48",""
"59","60471072","UU18SDBW460471072","DOKKER","VITA","As","2019-08-29","11H48",""
"60","60152468","UU14SDAW460152468","LOGAN","VITA","As","2019-09-02","11H35",""
"61","57740748","VF1RFE00657740748","KADJAR","VITA","As","2019-09-02","11H35",""
"62","60354678","VF1KW0BB560354678","KONGOO","VITA","As","2019-09-02","11H35",""
"63","60803087","UU1HSDVH660803087","DUSTER","VITA","As","2019-09-02","11H35",""
"64","61396953","VF1RFE00061396953","KADJAR","VITA","As","2019-09-03","17H15",""
"65","60465877","UU14SDAW460465877","LOGAN","VITA","As","2019-09-06","16H33",""
"66","60462181","UU10SDAW460462181","DOKKER","VITA","As","2019-09-06","16H33",""
"67","60465870","UU14SDAW460465870","LOGAN","VITA","As","2019-09-06","16H33",""
"68","60465888","UU14SDAW460465888","LOGAN","VITA","As","2019-09-06","16H33",""
"69","60461617","UU10SDAW460461617","DOKKER","VITA","As","2019-09-06","16H33",""
"70","60462141","UU10SDAW460462141","DOKKER","VITA","As","2019-09-06","16H33",""
"71","57433757","VF1RFE00657433757","KADJAR","VITA","As","2019-09-06","16H33",""
"72","60951147","UU14SDAW460951147","V.O","VITA","As","2019-09-10","11H15",""
"73","60465872","UU14SDAW460465872","V.O","VITA","As","2019-09-10","11H15",""
"74","60951148","UU14SDAW460951148","V.O","VITA","As","2019-09-10","11H15",""
"75","60465803","UU14SDAW460465803","V.O","VITA","As","2019-09-10","11H15",""
"76","60224804","VF1KW0BB560224804","V.O","VITA","As","2019-09-10","11H15",""
"77","61374414","VF1RFB00561374414","V.O","VITA","As","2019-09-10","11H15",""
"78","60461951","UU10SDAW460461951","V.O","VITA","As","2019-09-10","11H15",""
"79","59016215","VF1RFB00759016215","V.O","VITA","As","2019-09-10","11H15",""
"80","60462184","UU10SDAW460462184","DOKKER","VITA","AS","2019-09-12","07H20",""
"81","60465894","UU14SDAW460465894","LOGAN","VITA","AS","2019-09-12","07H20",""
"82","60465893","UU14SDAW460465893","LOGAN","VITA","AS","2019-09-12","07H20",""
"83","60465891","UU14SDAW460465891","LOGAN","VITA","AS","2019-09-12","07H20",""
"84","60465892","UU14SDAW460465892","LOGAN","VITA","AS","2019-09-12","07H20",""
"85","60462800","UU10SDAW460462800","V.O","VITA","AS","2019-09-12","07H20",""
"86","60152150","UU10SDAW460152150","DOKKER","VITA","AS","2019-09-12","07H20",""
"87","60465806","UU14SDAW460465806","LOGAN","VITA","AS","2019-09-14","09H22",""
"88","60465866","UU14SDAW460465866","LOGAN","VITA","AS","2019-09-14","09H22",""
"89","60465876","UU14SDAW460465876","LOGAN","VITA","AS","2019-09-14","09H22",""
"90","47789762","VF1LZBB0647789762","MEGANE","VITA","AS","2019-09-14","09H22",""
"91","58203392","VF1RFE00158203392","KADJAR","VITA","AS","2019-09-14","09H22",""
